trial,amplitude_mm,r2_seasonal
2605,0.221,0.0278
2606,1.629,0.0686
2607,0.239,0.0031
2608,0.886,0.0382
2609,2.59,0.0803
2610,1.369,0.0443
2612,1.427,0.1223
2613,1.272,0.0587
2614,0.196,0.026
2615,2.379,0.1237
2616,1.728,0.1062
2618,2.023,0.097
2619,0.891,0.0396
2620,0.865,0.0218
2621,2.223,0.119
2622,1.878,0.07
2623,2.467,0.1167
2624,0.737,0.0461
2625,2.424,0.1132
2627,0.23,0.0043
2628,0.749,0.0271
2629,0.333,0.0147
2630,2.339,0.0909
2631,1.775,0.1105
2632,1.19,0.0905
2633,1.052,0.0697
2634,1.168,0.0695
2635,1.365,0.067
2636,1.75,0.1503
2637,2.745,0.1275
2638,1.496,0.0743
2640,2.294,0.1522
2642,5.611,0.1418
2643,1.669,0.0434
2644,1.52,0.178
2645,3.19,0.1105
2646,2.277,0.1086
2647,2.661,0.0592
2648,1.534,0.0715
2649,1.729,0.0335
2650,1.776,0.0493
2651,2.202,0.1212
2652,1.991,0.0935
2653,3.048,0.1429
2654,1.235,0.1616
2655,1.774,0.003
2656,2.509,0.1051
2657,3.148,0.083
2658,2.439,0.0946
2659,2.232,0.1093
2660,0.06,0.0002
2661,2.201,0.0784
2662,0.174,0.0027
2663,2.764,0.068
2664,3.024,0.1337
2665,1.921,0.2149
2666,1.233,0.0639
2667,0.481,0.0122
2669,1.873,0.1075
2670,1.604,0.1005
2671,0.106,0.001
2672,43.545,0.174
2673,1.096,0.0305
2674,1.829,0.2169
2675,1.638,0.0939
2676,1.543,0.0547
2677,1.123,0.0471
2678,1.77,0.0974
2679,0.983,0.0906
2680,4.961,0.0867
2681,2.01,0.1047
2682,1.324,0.0682
2684,2.526,0.1488
2685,1.897,0.109
2686,0.296,0.0105
2687,0.949,0.1454
2688,3.173,0.1037
2690,1.07,0.0501
2691,2.757,0.0949
2692,0.311,0.0055
2693,2.399,0.1644
2694,4.965,0.2188
2695,2.034,0.1091
2696,2.274,0.1109
2697,0.434,0.0103
2698,1.908,0.0592
2701,1.079,0.0806
2702,0.863,0.0243
2704,1.76,0.0807
2705,2.289,0.0993
2706,1.375,0.1059
2707,1.48,0.1329
2708,1.89,0.0508
2709,0.983,0.0736
2710,1.923,0.1091
2711,1.693,0.035
2712,5.789,0.2504
2713,1.227,0.0584
2715,2.108,0.1595
2716,0.614,0.0931
2717,0.046,0.0002
2718,1.352,0.0832
2719,1.577,0.0668
2720,2.993,0.1351
2721,1.038,0.0499
2722,0.576,0.0387
2723,2.308,0.1496
2724,0.26,0.0043
2725,2.855,0.1321
2726,2.152,0.1146
2727,1.687,0.0352
2728,1.231,0.095
2729,0.699,0.0156
2730,0.967,0.2047
2731,2.504,0.1242
2732,1.577,0.0789
2733,2.226,0.1024
2734,1.14,0.0577
2735,0.988,0.0484
2736,1.1,0.0797
2738,1.894,0.0454
2739,1.009,0.0403
2740,2.456,0.1411
2741,2.279,0.1541
2742,1.312,0.069
2743,2.27,0.1104
2744,1.871,0.0723
2746,2.719,0.1132
2747,0.209,0.0032
2749,1.546,0.0666
2750,1.1,0.0646
2751,1.227,0.1174
2752,0.45,0.0117
2753,2.232,0.099
2754,1.096,0.0532
2755,1.888,0.0673
2756,1.903,0.0333
2757,0.531,0.0107
2758,1.399,0.057
2760,3.636,0.103
2761,3.294,0.1354
2763,1.007,0.0631
2764,1.163,0.1584
2765,1.1,0.074
2766,2.143,0.0565
2767,0.973,0.0215
2769,0.246,0.0037
2770,1.206,0.0545
2771,1.914,0.0824
2772,12.949,0.2299
2773,1.563,0.1264
2774,0.296,0.0189
2775,1.43,0.071
2777,0.552,0.0488
2778,1.42,0.0686
2779,1.205,0.069
2780,0.413,0.0591
2781,0.304,0.0044
2783,1.273,0.1922
2784,1.983,0.1797
2785,2.394,0.1265
2786,0.362,0.0061
2787,1.485,0.0901
2789,1.496,0.0741
2790,1.94,0.1037
2791,2.22,0.1078
2792,1.843,0.1866
2794,2.258,0.1094
2795,1.238,0.0653
2796,0.326,0.0056
2797,0.629,0.0132
2798,2.268,0.1692
2799,0.313,0.005
2800,1.066,0.1724
2801,2.468,0.1251
2802,2.564,0.1429
2803,2.345,0.1092
2804,0.523,0.144
2805,1.43,0.071
2806,2.516,0.1246
2807,0.888,0.0559
2808,1.93,0.102
2809,1.275,0.0379
2810,2.326,0.1082
2811,2.064,0.0688
2812,1.992,0.0613
2813,2.161,0.204
2814,1.777,0.1556
2815,2.052,0.1714
2816,2.04,0.1719
2817,1.889,0.0449
2818,2.292,0.1072
2819,1.964,0.1053
2820,1.915,0.0357
2821,0.661,0.0292
2822,2.582,0.1353
2823,2.298,0.1103
2824,2.127,0.0213
2825,2.448,0.1326
2826,2.722,0.0951
2827,2.295,0.115
2828,1.708,0.0377
2829,2.48,0.0701
2830,1.731,0.0714
2831,2.324,0.1347
2832,0.903,0.0601
2833,2.533,0.1271
2835,2.303,0.1162
2836,1.172,0.0574
2837,0.397,0.0473
2838,2.43,0.1259
2839,1.735,0.0972
2840,1.342,0.0825
2841,0.416,0.0102
2842,0.997,0.0513
2843,2.859,0.077
2844,2.164,0.1278
2845,2.234,0.1108
2846,0.993,0.1516
2847,1.758,0.1657
2848,0.903,0.0275
2849,1.747,0.0763
2850,1.635,0.0688
2851,0.328,0.0059
2853,0.083,0.0006
2854,0.283,0.0066
2855,2.546,0.1453
2856,1.16,0.049
2857,1.731,0.0687
2858,2.626,0.0976
2859,1.574,0.0665
2860,0.924,0.0373
2861,2.37,0.1034
2862,1.132,0.0527
2864,2.178,0.1314
2865,1.33,0.114
2866,1.08,0.0259
2867,2.792,0.0882
2868,1.034,0.0926
2869,4.154,0.1016
2870,2.719,0.1132
2871,1.237,0.0746
2872,1.076,0.1448
2873,0.332,0.0056
2874,0.279,0.0061
2876,0.258,0.0044
2877,2.121,0.1711
2878,2.587,0.1015
2879,3.098,0.1445
2880,0.873,0.0221
2881,2.5,0.1485
2883,1.904,0.032
2885,2.626,0.0976
2886,1.228,0.0349
2887,1.235,0.03
2888,1.583,0.0688
2889,0.685,0.2028
2890,1.28,0.0789
2891,1.888,0.0445
2892,2.15,0.2211
2893,4.307,0.1315
2894,1.988,0.0953
2895,1.698,0.1056
2896,0.497,0.0188
2897,1.645,0.1349
2898,2.276,0.1107
2899,0.504,0.0136
2900,1.161,0.0406
2901,0.116,0.0011
2902,2.125,0.1083
2903,1.863,0.0453
2904,2.485,0.1163
2905,2.429,0.1291
2908,1.655,0.0702
2909,2.241,0.1102
2910,0.128,0.0013
2911,1.295,0.0659
2912,2.525,0.1407
2913,1.904,0.2118
2915,2.019,0.1163
2916,0.352,0.0074
2918,2.311,0.1189
2919,3.092,0.1408
2920,2.101,0.0353
2922,1.143,0.05
2923,1.567,0.1277
2924,1.038,0.0517
2925,2.234,0.1064
2926,3.093,0.1299
2927,3.011,0.1054
2929,2.843,0.1112
2930,1.216,0.1468
2931,1.413,0.0667
2932,0.289,0.0304
2933,0.304,0.007
2934,1.704,0.0968
2935,2.291,0.1117
2936,0.407,0.007
2937,2.325,0.1203
2938,1.19,0.0929
2939,1.597,0.1123
2940,1.736,0.1065
2941,2.108,0.0866
2942,1.404,0.0465
2943,0.494,0.0108
2944,2.499,0.156
2945,1.784,0.0425
2946,1.818,0.1369
2947,2.252,0.1364
2948,2.295,0.115
2949,1.35,0.1793
2950,2.489,0.1464
2951,2.316,0.1223
2953,0.209,0.0032
2954,1.14,0.183
2955,2.249,0.0511
2956,2.311,0.1167
2957,2.31,0.1108
2958,1.324,0.175
2959,2.537,0.146
2960,1.873,0.1075
2961,1.098,0.0504
2962,1.938,0.1027
2963,0.301,0.0111
2964,2.345,0.1135
2965,1.104,0.051
2966,1.821,0.0861
2968,1.815,0.0615
2969,2.286,0.1011
2970,1.875,0.0447
2971,2.081,0.1058
2972,1.136,0.0472
2973,0.158,0.014
2974,2.27,0.1112
2976,1.87,0.068
2977,0.704,0.0299
2978,0.925,0.0446
2979,1.733,0.1518
2980,1.358,0.1184
2981,1.229,0.0504
2982,2.233,0.111
2983,0.222,0.0304
2984,1.883,0.028
2985,2.7,0.111
2986,2.094,0.2216
2987,1.489,0.0509
2988,3.094,0.1294
2989,2.457,0.1
2990,1.883,0.0491
2991,1.133,0.0769
2992,1.616,0.0749
2993,2.281,0.2253
2994,2.346,0.1184
2995,2.297,0.1124
2996,1.551,0.1362
2997,1.622,0.0898
2999,2.104,0.1251
3000,2.614,0.1069
3001,5.795,0.2191
3002,0.729,0.0483
3003,1.26,0.0861
3004,1.076,0.0465
3005,1.961,0.0294
3006,1.763,0.1088
3008,1.284,0.0593
3010,1.926,0.073
3011,0.428,0.0107
3012,2.254,0.069
3013,1.478,0.0681
3014,1.28,0.101
3016,0.053,0.0002
3017,2.531,0.1125
3018,2.345,0.0645
3019,2.033,0.1261
3021,2.428,0.1209
3022,1.916,0.0352
3023,1.17,0.0617
3024,0.287,0.0054
3025,1.681,0.1073
3026,1.014,0.0692
3027,2.314,0.121
3028,2.531,0.1556
3029,1.647,0.1718
3030,1.107,0.0778
3031,0.231,0.0036
3032,1.836,0.0642
3033,0.095,0.0008
3034,3.709,0.085
3035,0.685,0.1327
3036,1.339,0.1246
3037,1.086,0.0766
3038,0.158,0.014
3039,2.261,0.1074
3040,0.164,0.002
3041,0.495,0.015
3042,2.111,0.1039
3043,1.456,0.071
3044,2.629,0.1365
3045,2.149,0.0477
3046,1.641,0.0702
3047,2.449,0.0828
3048,1.094,0.0526
3049,1.541,0.0443
3050,0.332,0.0054
3051,1.225,0.0351
3052,1.12,0.1559
3054,0.712,0.051
3057,2.226,0.2245
3058,0.797,0.0193
3059,2.62,0.1047
3060,2.421,0.1917
3061,0.537,0.016
3062,0.932,0.0989
3063,2.641,0.1098
3064,1.818,0.0639
3065,1.186,0.0547
3066,0.876,0.1432
3067,2.282,0.1231
3068,0.885,0.0253
3069,2.286,0.0873
3070,2.019,0.0624
3071,2.217,0.1487
3072,2.163,0.1068
3073,2.506,0.108
3074,1.793,0.0916
3075,2.303,0.1137
3077,0.292,0.0014
3078,1.176,0.1204
3079,0.34,0.0046
3081,2.176,0.0614
3082,4.319,0.0569
3083,2.497,0.1045
3084,2.202,0.0669
3085,1.207,0.0287
3086,0.96,0.0705
3088,3.054,0.1059
3089,0.293,0.0063
3090,0.044,0.0002
3091,2.548,0.0677
3092,2.06,0.0849
3093,0.496,0.0156
3094,2.546,0.1414
3095,1.998,0.0796
3096,1.155,0.0553
3098,1.158,0.0333
3099,1.472,0.0648
3100,1.146,0.147
3101,0.888,0.0559
3102,1.363,0.0644
3103,1.525,0.1203
3104,1.075,0.0817
3105,1.175,0.0479
3106,2.379,0.1019
3107,2.687,0.1141
3108,4.057,0.1529
3109,2.386,0.1163
3110,1.167,0.0859
3113,2.23,0.1084
3114,1.984,0.0937
3116,1.237,0.0307
3117,1.899,0.0523
3118,0.57,0.0113
3119,2.459,0.2013
3120,2.757,0.121
3121,1.989,0.174
3122,1.533,0.0557
3123,1.045,0.179
3124,1.377,0.0904
3126,2.237,0.1116
3127,1.687,0.0436
3128,1.688,0.156
3129,2.026,0.0537
3130,0.345,0.0064
3131,2.247,0.1014
3133,1.253,0.0585
3134,1.52,0.0092
3135,2.154,0.1572
3136,2.611,0.1271
3137,2.377,0.1231
3138,0.741,0.0293
3139,1.805,0.11
3140,1.262,0.0311
3141,2.369,0.1187
3142,2.295,0.1141
3143,0.162,0.0022
3144,0.445,0.0288
3145,1.028,0.056
3146,1.599,0.0926
3147,1.177,0.0559
3148,1.747,0.1037
3149,1.295,0.0832
3151,1.682,0.0711
3153,2.435,0.118
3154,0.887,0.0362
3155,1.157,0.1617
3156,3.093,0.1376
3157,1.781,0.1264
3158,1.951,0.1124
3159,2.185,0.0836
3160,2.353,0.1658
3161,4.169,0.0524
3163,2.248,0.1096
3164,0.568,0.018
3165,0.28,0.0048
3166,1.07,0.1354
3167,1.887,0.0838
3168,1.997,0.1051
3169,1.502,0.0609
3170,1.956,0.1026
3171,0.958,0.0659
3172,1.467,0.0512
3173,2.713,0.1422
3174,2.391,0.1142
3175,2.542,0.0727
3176,1.134,0.026
3177,2.742,0.1029
3178,0.565,0.0169
3179,2.198,0.0829
3180,0.93,0.0371
3181,1.935,0.1058
3182,1.245,0.074
3183,1.42,0.0686
3184,0.669,0.0227
3185,2.278,0.1038
3186,1.887,0.0364
3187,1.935,0.0735
3188,0.344,0.009
3189,2.052,0.1149
3190,1.871,0.0944
3191,1.964,0.1156
3192,2.66,0.1439
3193,0.536,0.1229
3194,1.716,0.0738
3195,0.325,0.0051
3196,1.962,0.1206
3197,0.308,0.0063
3198,1.75,0.1065
3199,1.915,0.0458
3200,1.3,0.063
3201,0.158,0.014
3202,1.692,0.1846
3203,2.441,0.1216
3204,0.298,0.0062
3205,0.807,0.0297
3206,1.18,0.1498
3207,1.207,0.0963
3208,2.15,0.0364
3209,1.888,0.1674
3210,2.246,0.112
3211,1.37,0.1522
3212,1.473,0.0634
3213,1.414,0.2086
3214,1.102,0.0675
3216,2.115,0.2057
3217,0.899,0.0408
3218,1.901,0.0633
3219,0.371,0.006
3220,1.63,0.0998
3221,2.465,0.1234
3222,0.117,0.0013
3223,2.156,0.1417
3224,0.361,0.0092
3225,1.145,0.0956
3226,0.14,0.01
3227,1.551,0.0924
3228,0.213,0.0028
3229,1.163,0.0527
3230,0.163,0.0022
3231,2.182,0.0329
3232,1.539,0.0524
3233,2.634,0.0594
3234,1.37,0.1522
3235,1.76,0.0807
3236,1.584,0.0822
3237,2.565,0.1308
3238,1.565,0.0784
3239,1.289,0.063
3240,0.945,0.0246
3242,1.035,0.1949
3243,2.634,0.0594
3245,1.0,0.1927
3246,1.0,0.0212
3247,2.805,0.1251
3248,1.35,0.1793
3249,1.017,0.1014
3250,1.168,0.0829
3251,2.534,0.1081
3252,0.499,0.0405
3253,1.194,0.0572
3254,2.144,0.1251
3256,2.698,0.1205
3257,1.542,0.0717
3258,2.819,0.0907
3259,0.43,0.0994
3260,1.301,0.0618
3261,1.038,0.0793
3262,1.813,0.0803
3263,1.804,0.0323
3264,1.948,0.0357
3265,1.92,0.1041
3266,2.911,0.1147
3267,1.138,0.0535
3268,0.92,0.0221
3270,0.577,0.0116
3271,1.776,0.0355
3272,1.697,0.0353
3273,1.869,0.0474
3274,2.859,0.077
3275,1.165,0.0537
3277,2.103,0.0832
3278,1.923,0.104
3279,3.075,0.1427
3281,1.236,0.0952
3282,0.25,0.0396
3284,2.117,0.0592
3285,1.718,0.0428
3286,0.699,0.1642
3287,2.334,0.1145
3288,1.702,0.1185
3289,1.777,0.035
3291,1.669,0.0434
3292,1.167,0.1655
3293,2.388,0.1085
3294,1.782,0.0367
3295,2.346,0.1733
3296,0.897,0.0368
3297,1.502,0.1271
3298,2.292,0.1072
3299,1.232,0.0356
3300,1.803,0.1029
3301,2.535,0.1164
3302,1.563,0.133
3303,1.222,0.0962
3304,2.757,0.121
3305,1.887,0.0523
3306,0.273,0.0043
3307,1.178,0.0575
3308,1.473,0.079
3309,1.994,0.0646
3310,1.847,0.0651
3311,1.144,0.0529
3312,2.263,0.1109
3313,2.533,0.0858
3315,0.286,0.0041
3316,1.938,0.1075
3317,1.891,0.0894
3318,1.724,0.1009
3319,1.414,0.089
3320,2.764,0.068
3321,0.294,0.0044
3322,1.061,0.0293
3323,2.361,0.122
3324,1.689,0.079
3326,1.085,0.1525
3327,2.456,0.1133
3328,0.754,0.061
3329,1.189,0.0917
3330,1.695,0.0675
3332,1.918,0.1057
3333,1.214,0.064
3334,1.038,0.0517
3335,1.499,0.0562
3336,0.888,0.0586
3337,0.354,0.0068
3338,2.276,0.1204
3339,0.327,0.0054
3340,3.046,0.0924
3341,0.362,0.0092
3342,1.743,0.0685
3343,2.386,0.1163
3344,0.333,0.0582
3345,2.432,0.1344
3347,1.73,0.0548
3348,1.581,0.0926
3349,1.718,0.1684
3350,1.996,0.0595
3351,0.627,0.0225
3352,1.936,0.1617
3353,6.24,0.0926
3354,2.98,0.1402
3355,2.314,0.1323
3356,1.008,0.0228
3359,1.684,0.0682
3360,2.292,0.1134
3361,1.048,0.0672
3362,2.179,0.0588
3363,1.719,0.0744
3364,0.304,0.007
3365,0.869,0.0408
3366,2.027,0.0488
3368,1.268,0.0647
3369,2.272,0.1116
3370,1.815,0.1415
3371,2.448,0.0866
3373,3.011,0.1008
3374,0.945,0.0474
3375,0.8,0.0649
3376,0.817,0.0298
3377,0.212,0.0037
3378,0.996,0.0414
3379,1.983,0.0855
3380,1.889,0.037
3381,2.345,0.1135
3382,0.994,0.0779
3383,1.894,0.0454
3384,0.331,0.0069
3385,2.609,0.0943
3386,2.143,0.1082
3387,2.316,0.1264
3388,2.81,0.0888
3389,1.147,0.0704
3391,0.366,0.0082
3392,0.684,0.0192
3393,2.511,0.1594
3394,1.344,0.0751
3395,1.139,0.056
3396,1.569,0.1299
3397,2.309,0.1176
3398,2.925,0.0706
3399,2.062,0.0553
3401,1.094,0.0474
3403,2.28,0.0565
3404,1.291,0.0628
3405,2.98,0.1402
3406,1.316,0.0794
3407,0.687,0.0257
3408,2.007,0.166
3409,1.255,0.0976
3410,1.06,0.044
3411,2.057,0.1169
3412,0.176,0.0184
3414,2.35,0.1061
3415,1.482,0.1243
3416,3.1,0.0732
3417,1.871,0.0668
3419,1.777,0.0711
3420,2.131,0.2051
3421,0.232,0.0032
3422,1.403,0.0694
3423,0.313,0.0053
3424,1.709,0.1239
3425,1.231,0.0626
3426,0.056,0.0003
3427,2.798,0.0962
3428,1.687,0.0436
3429,0.86,0.0404
3430,0.526,0.1012
3431,2.289,0.1018
3432,1.152,0.0282
3433,0.826,0.0362
3434,2.37,0.1034
3436,1.724,0.1732
3437,0.997,0.0513
3438,1.129,0.0848
3439,0.706,0.0208
3440,2.232,0.099
3441,1.025,0.0422
3442,0.128,0.0012
3443,2.052,0.1895
3444,1.415,0.0596
3445,2.486,0.1528
3446,1.129,0.065
3447,1.341,0.0729
3448,1.874,0.2181
3449,2.175,0.1199
3451,0.975,0.0265
3452,0.763,0.0278
3453,1.879,0.0371
3454,6.997,0.1474
3455,0.867,0.0218
3456,2.267,0.157
3457,2.344,0.0752
3458,1.222,0.0744
3459,2.398,0.1114
3460,2.287,0.1182
3461,1.293,0.0582
3462,1.941,0.0633
3463,1.729,0.0335
3464,2.313,0.1119
3465,2.228,0.1185
3467,0.593,0.0896
3468,1.456,0.0525
3469,1.828,0.0869
3470,0.185,0.0028
3471,2.559,0.1284
3472,1.863,0.1629
3473,2.281,0.1116
3474,2.28,0.1707
3475,0.227,0.0233
3476,4.348,0.2567
3477,1.16,0.049
3478,1.003,0.0215
3479,1.804,0.0337
3480,1.124,0.1502
3481,2.215,0.0909
3482,1.863,0.0468
3483,1.977,0.121
3484,2.773,0.1414
3485,1.7,0.0695
3486,0.988,0.0459
3487,1.697,0.1063
3489,1.938,0.098
3490,1.377,0.0904
3491,2.397,0.1084
3492,1.517,0.1522
3493,0.24,0.0286
3494,2.227,0.0996
3495,1.774,0.0359
3496,2.388,0.1266
3497,1.854,0.074
3498,0.946,0.0429
3499,2.532,0.1476
3500,2.009,0.0601
3501,2.033,0.1261
3502,1.15,0.0505
3503,0.983,0.0265
3504,1.897,0.07
3505,2.033,0.1261
3506,2.55,0.0504
3507,1.36,0.0422
3508,1.938,0.1549
3509,1.184,0.0646
3510,1.058,0.0631
3511,2.345,0.1092
3512,2.042,0.1709
3513,0.285,0.0102
3514,2.616,0.144
3515,2.551,0.1413
3516,0.185,0.0028
3517,2.916,0.1316
3518,0.33,0.0056
3519,2.665,0.1255
3520,0.285,0.005
3521,1.168,0.0539
3522,1.169,0.0539
3523,1.85,0.1023
3524,0.335,0.0085
3525,2.309,0.1117
3527,1.099,0.0933
3528,1.739,0.0436
3529,0.227,0.0233
3530,1.187,0.0593
3531,2.02,0.0983
3532,0.671,0.0243
3533,1.962,0.1206
3534,2.434,0.1333
3535,0.856,0.1221
3536,1.693,0.0652
3538,1.239,0.0823
3539,2.448,0.1562
3540,1.536,0.124
3541,2.096,0.0934
3542,1.133,0.0769
3543,1.123,0.1472
3544,0.93,0.0441
3546,1.622,0.1194
3547,1.734,0.0365
3548,2.22,0.1671
3549,1.259,0.046
3550,1.54,0.0745
3551,1.261,0.1308
3552,2.239,0.0539
3553,3.068,0.0653
3554,2.548,0.1684
3555,2.37,0.1744
3556,0.903,0.0601
3557,1.622,0.1354
3558,1.646,0.1521
3559,2.306,0.1121
3560,2.379,0.142
3561,2.315,0.1186
3562,0.899,0.0559
3563,1.683,0.1141
3564,0.419,0.01
3566,2.187,0.1022
3567,1.315,0.0793
3568,1.738,0.1134
3569,1.169,0.0534
3570,0.227,0.0233
3571,1.116,0.156
3572,2.278,0.1294
3573,2.08,0.0679
3574,2.402,0.1452
3575,2.383,0.1285
3576,3.481,0.108
3578,0.726,0.0932
3579,1.728,0.1292
3580,1.116,0.0336
3581,2.812,0.139
3582,2.547,0.0917
3583,0.116,0.0011
3584,1.964,0.1156
3585,1.728,0.1015
3586,1.778,0.1154
3587,1.954,0.1054
3589,3.049,0.1423
3590,2.108,0.1595
3591,6.123,0.5143
3593,2.348,0.1729
3594,1.617,0.1159
3595,2.605,0.1118
3596,0.765,0.0344
3597,3.578,0.0472
3598,0.044,0.0002
3599,1.2,0.0903
3600,0.223,0.0041
3602,1.645,0.1349
3603,0.629,0.0237
3605,3.346,0.0829
3606,2.406,0.1099
3607,1.42,0.0889
3608,0.324,0.0062
3609,1.547,0.096
3610,1.819,0.0621
3611,1.876,0.0345
3612,1.783,0.1346
3613,4.567,0.0338
3615,0.467,0.0126
3616,1.929,0.0958
3617,5.566,0.1039
3618,2.305,0.1138
3619,2.494,0.2053
3620,1.744,0.1098
3621,1.735,0.0972
3622,2.782,0.0994
3623,2.657,0.1277
3624,1.321,0.0801
3625,1.215,0.0296
3626,2.528,0.1216
3628,1.128,0.157
3629,1.577,0.1311
3630,2.15,0.0817
3631,2.793,0.0635
3632,0.128,0.0013
3633,1.933,0.1078
3634,8.547,0.1001
3635,2.373,0.1003
3636,0.997,0.0596
3638,0.378,0.0097
3639,2.321,0.1481
3640,0.758,0.054
3641,0.495,0.015
3642,0.22,0.0037
3643,1.812,0.037
3645,0.984,0.0263
3646,2.801,0.1372
3647,1.726,0.0357
3648,1.645,0.1349
3649,1.008,0.1377
3650,1.645,0.1369
3652,0.506,0.1416
3653,1.542,0.0717
3654,2.335,0.1288
3655,0.729,0.0483
3656,2.393,0.1102
3657,0.263,0.0036
3658,2.183,0.0764
3659,0.648,0.0885
3660,1.74,0.1085
3661,1.903,0.091
3662,0.908,0.0603
3663,2.563,0.0888
3664,0.411,0.0102
3666,1.466,0.1123
3667,1.229,0.0493
3668,2.503,0.1037
3670,4.14,0.1068
3671,2.549,0.0749
3672,1.252,0.0648
3673,1.91,0.2212
3674,1.66,0.0364
3675,3.034,0.1343
3676,2.292,0.1182
3677,2.003,0.1075
3678,5.008,0.1838
3680,1.118,0.0348
3681,1.903,0.0907
3682,1.347,0.0541
3683,1.697,0.0796
3684,0.596,0.0241
3685,1.799,0.0359
3687,1.33,0.1342
3688,0.539,0.0115
3689,0.789,0.0602
3690,0.77,0.1212
3691,0.244,0.0045
3692,1.568,0.0591
3693,2.088,0.0611
3694,2.09,0.0601
3695,1.738,0.0398
3696,2.002,0.1118
3697,1.54,0.0545
3698,1.881,0.1607
3699,1.958,0.0575
3700,2.272,0.1096
3701,1.614,0.1255
3702,0.221,0.0042
3703,1.728,0.0385
3704,1.871,0.1717
3705,1.692,0.0701
3706,0.964,0.0778
3707,1.838,0.0891
3708,2.488,0.1462
3709,0.488,0.0704
3710,0.419,0.011
3711,0.97,0.0814
3713,2.277,0.1096
3714,2.29,0.1102
3715,2.37,0.1629
3716,1.345,0.1852
3717,1.217,0.0574
3718,2.658,0.105
3719,2.357,0.095
3720,1.689,0.0668
3721,2.727,0.1376
3722,1.875,0.1129
3723,1.333,0.0725
3724,3.055,0.0657
3725,1.724,0.0664
3726,1.169,0.0719
3727,2.505,0.087
3728,0.359,0.0057
3729,0.286,0.0006
3730,2.275,0.1103
3731,2.03,0.1248
3732,1.107,0.0647
3733,1.175,0.0479
3734,1.582,0.0591
3735,2.315,0.1046
3736,1.481,0.0754
3737,1.052,0.0594
3738,2.618,0.1064
3739,1.924,0.0986
3740,2.619,0.1017
3742,1.658,0.0455
3743,11.07,0.2006
3744,3.101,0.1329
3745,2.183,0.1327
3746,2.086,0.1151
3747,1.544,0.0878
3748,1.714,0.1009
3749,1.06,0.0781
3750,1.984,0.1381
3751,2.428,0.0928
3752,1.898,0.0288
3753,1.482,0.1243
3754,1.656,0.0359
3755,1.698,0.0359
3756,2.228,0.0885
3757,1.794,0.0609
3758,0.296,0.0053
3759,1.118,0.1872
3760,2.636,0.064
3762,2.29,0.0279
3763,2.385,0.134
3764,2.602,0.1334
3765,1.282,0.0648
3766,1.656,0.1733
3767,1.314,0.1022
3768,1.502,0.154
3769,3.083,0.0343
3771,1.847,0.1098
3772,2.586,0.1055
3773,0.814,0.0329
3774,2.081,0.0502
3775,1.13,0.0503
3776,0.994,0.0729
3777,2.345,0.1253
3778,2.585,0.1228
3779,0.955,0.0459
3781,2.396,0.1236
3782,2.121,0.0681
3783,1.747,0.0955
3784,1.564,0.113
3785,1.737,0.1079
3786,0.523,0.0237
3787,1.227,0.1578
3788,1.115,0.0273
3789,2.452,0.094
3790,1.259,0.1002
3792,1.885,0.073
3793,2.491,0.0943
3795,0.427,0.0112
3796,0.295,0.0047
3797,2.433,0.1136
3798,2.449,0.123
3799,1.829,0.0858
3800,1.768,0.1279
3801,1.421,0.0332
3802,2.489,0.1443
3804,2.178,0.0634
3805,6.248,0.0999
3806,2.345,0.1107
3807,1.968,0.0678
3808,0.983,0.0508
3809,0.634,0.0133
3810,2.129,0.1401
3811,1.958,0.0575
3812,1.728,0.0385
3813,2.337,0.1225
3814,1.359,0.0695
3815,1.089,0.0474
3816,1.288,0.0167
3817,1.87,0.068
3818,5.715,0.2055
3819,2.17,0.1825
3820,0.482,0.1207
3821,2.989,0.1197
3822,1.264,0.0998
3823,2.276,0.1107
3824,1.148,0.0508
3825,2.063,0.1234
3826,1.85,0.1607
3827,1.242,0.0605
3828,1.831,0.0363
3829,1.524,0.142
3830,2.523,0.1097
3832,1.088,0.0384
3833,2.363,0.0846
3834,1.693,0.0655
3835,1.426,0.1103
3836,2.321,0.1481
3837,1.735,0.0356
3838,2.086,0.0622
3839,1.78,0.0591
3840,0.333,0.011
3843,2.125,0.0898
3844,1.911,0.0423
3845,2.457,0.1
3847,1.293,0.1491
3848,0.528,0.0488
3849,0.604,0.0189
3850,1.584,0.1032
3851,2.199,0.0841
3852,2.056,0.0706
3853,2.152,0.0694
3854,1.32,0.1323
3855,2.306,0.0457
3856,1.073,0.0871
3857,1.499,0.0651
3858,2.935,0.1316
3859,2.28,0.1081
3860,1.415,0.0596
3861,1.69,0.0353
3862,1.21,0.0642
3863,1.93,0.102
3864,0.875,0.0231
3865,1.109,0.0498
3866,0.345,0.0069
3867,0.692,0.0228
3868,1.02,0.0512
3869,2.078,0.123
3870,0.991,0.0715
3871,3.813,0.0898
3872,1.879,0.0702
3873,0.722,0.0255
3874,1.134,0.0578
3875,1.338,0.0418
3876,0.892,0.0583
3877,0.558,0.087
3878,1.686,0.0878
3879,1.98,0.1138
3880,2.007,0.0804
3881,0.932,0.0641
3882,1.679,0.035
3883,2.98,0.0984
3884,1.849,0.0491
3885,2.036,0.1711
3886,2.02,0.134
3887,0.884,0.0364
3888,2.543,0.1293
3889,1.292,0.1149
3892,1.378,0.1419
3893,1.801,0.037
3894,1.051,0.0768
3895,1.042,0.0486
